scope,libdays,distanceMajor,distanceMinor,distancePatch,releaseFrequencyPerMonth,numberOfMissedReleases,repository,packageIdent,version
devDependencies,162,0,0,3,0.6485825005098919,3,/appcenter-cli,/semver,7.6.0
devDependencies,1458,5,0,0,0.8920286798819064,89,/appcenter-cli,/lru-cache,6.0.0
devDependencies,1296,1,1,0,0.1735106998264893,4,/appcenter-cli,/strip-ansi,6.0.0
devDependencies,810,0,0,2,0.5341614906832298,2,/appcenter-cli,/table,6.8.0
devDependencies,842,0,6,0,2.8009606724707297,8,/appcenter-cli,/ajv,8.11.0
devDependencies,1351,3,1,0,0.1319796954314721,4,/appcenter-cli,/slice-ansi,4.0.0
devDependencies,1010,3,2,0,0.22011617242433507,10,/appcenter-cli,/string-width,4.2.3
devDependencies,347,0,2,0,1.417854463615904,11,/appcenter-cli,/fast-xml-parser,4.2.4
devDependencies,0,0,0,0,0.24340770791075053,0,/appcenter-cli,/gulp-clean,0.4.0
devDependencies,1134,1,0,0,0.10376134889753567,1,/appcenter-cli,/fancy-log,1.3.3
devDependencies,0,0,0,0,0.0,0,/appcenter-cli,/ansi-gray,0.1.1
devDependencies,2745,2,0,1,0.07553956834532374,4,/appcenter-cli,/plugin-error,0.1.2
devDependencies,599,3,0,0,0.3548387096774194,3,/appcenter-cli,/arr-diff,1.1.0
devDependencies,943,2,0,2,0.3330486763450043,5,/appcenter-cli,/extend-shallow,1.1.4
devDependencies,601,2,0,2,0.45166402535657685,6,/appcenter-cli,/through2,2.0.5
devDependencies,1452,2,5,2,0.6330935251798561,27,/appcenter-cli,/readable-stream,2.3.7
devDependencies,736,1,0,0,0.280986575085857,1,/appcenter-cli,/vinyl,2.2.1
devDependencies,0,0,0,0,0.8378491037932472,0,/appcenter-cli,/gulp-sourcemaps,3.0.0
devDependencies,0,0,0,0,0.14111006585136407,0,/appcenter-cli,@gulp-sourcemaps/identity-map,2.0.1
devDependencies,998,1,4,39,1.9516585240421704,93,/appcenter-cli,/postcss,7.0.39
devDependencies,5,1,0,2,0.45166402535657685,3,/appcenter-cli,/through2,3.0.2
devDependencies,2845,2,5,2,0.6330935251798561,53,/appcenter-cli,/readable-stream,2.0.6
devDependencies,0,0,0,0,0.0,0,/appcenter-cli,@gulp-sourcemaps/map-sources,1.0.0
devDependencies,0,0,0,0,0.27892561983471076,0,/appcenter-cli,/css,3.0.0
devDependencies,0,0,0,0,0.19004524886877827,0,/appcenter-cli,/source-map-resolve,0.6.0
devDependencies,1274,1,0,2,0.19933554817275748,3,/appcenter-cli,/debug-fabulous,1.1.0
devDependencies,1231,0,0,2,0.2672919109026964,2,/appcenter-cli,/memoizee,0.4.15
devDependencies,1722,0,0,1,0.03839262861530587,1,/appcenter-cli,/d,1.0.1
devDependencies,0,0,0,0,0.5341055341055341,0,/appcenter-cli,/es5-ext,0.10.64
devDependencies,0,0,0,0,0.20463847203274216,0,/appcenter-cli,/es6-iterator,2.0.3
devDependencies,1585,0,0,1,0.111731843575419,1,/appcenter-cli,/es6-symbol,3.1.3
devDependencies,341,0,1,0,0.1607717041800643,1,/appcenter-cli,/ext,1.6.0
devDependencies,0,0,0,0,0.07980845969672785,0,/appcenter-cli,/esniff,2.0.1
devDependencies,0,0,0,0,0.5341055341055341,0,/appcenter-cli,/es5-ext,0.10.64
devDependencies,0,0,0,0,0.20463847203274216,0,/appcenter-cli,/es6-iterator,2.0.3
devDependencies,0,0,0,0,0.07980845969672785,0,/appcenter-cli,/esniff,2.0.1
devDependencies,0,0,0,0,0.1901511457825451,0,/appcenter-cli,/es6-weak-map,2.0.3
devDependencies,0,0,0,0,0.20463847203274216,0,/appcenter-cli,/es6-iterator,2.0.3
devDependencies,1722,0,0,1,0.03839262861530587,1,/appcenter-cli,/d,1.0.1
devDependencies,1585,0,0,1,0.111731843575419,1,/appcenter-cli,/es6-symbol,3.1.3
devDependencies,1722,0,0,1,0.03839262861530587,1,/appcenter-cli,/d,1.0.1
devDependencies,1585,0,0,1,0.111731843575419,1,/appcenter-cli,/es6-symbol,3.1.3
devDependencies,1722,0,0,1,0.03839262861530587,1,/appcenter-cli,/d,1.0.1
devDependencies,0,0,0,0,0.5341055341055341,0,/appcenter-cli,/es5-ext,0.10.64
devDependencies,0,0,0,0,0.21994134897360704,0,/appcenter-cli,/event-emitter,0.3.5
devDependencies,0,0,0,0,0.5341055341055341,0,/appcenter-cli,/es5-ext,0.10.64
devDependencies,1722,0,0,1,0.03839262861530587,1,/appcenter-cli,/d,1.0.1
devDependencies,0,0,0,0,0.5341055341055341,0,/appcenter-cli,/es5-ext,0.10.64
devDependencies,0,0,0,0,1.0668103448275863,0,/appcenter-cli,/gulp-typescript,5.0.1
